Text,True_Label,Predicted_Label,MuRIL_Prob,XLM_Prob,Ensemble_Prob,Model_Disagreement,Error_Type,Raw_Confidence
पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन गृह मंत्री और रक्षा मंत्री ने जताया दुख,0,1,0.989,0.9706,0.9798,False,False Positive (Hallucination),0.9798
किसी भी मुसलमान के प्रभार होने से हमार देश को खतरा है,0,1,0.9904,0.9692,0.9798,False,False Positive (Hallucination),0.9798
बांग्लादेशियों को बकचोद कहना ठीक नहीं है।,1,0,0.0259,0.0144,0.0202,False,False Negative (Missed Hate),0.9798
रक्षा मंत्री ने प्रणब मुखर्जी को दी श्रद्धांजलि लाइव अपडेट्स,0,1,0.9907,0.9686,0.9797,False,False Positive (Hallucination),0.9797
retweet girl s one of them cunts who did just be better at everything he had beat you at table tennis fuck your wife better win a,0,1,0.9914,0.968,0.9797,False,False Positive (Hallucination),0.9797
dom is such a cunt i am only minutes into tonight s episode but ya hope she goes home freedom byebitchbye,0,1,0.9688,0.9906,0.9797,False,False Positive (Hallucination),0.9797
आंध्र प्रदेश के तिरुमला मंदिर में एक गैर हिन्दू पुलिसकर्मी हिन्दू भक्तों को मार रहा है,1,0,0.0136,0.027,0.0203,False,False Negative (Missed Hate),0.97969997
"जब आंखें मूंदकर ट्रेंड करवाते हैं तो यही होता है और यह सब कांग्रेस ने ही किया है, स्टूडेंट्स तो सिर्फ इस्तेमाल हुए है। अगर स्टूडेंट्स आवाज उठाते तो इतनी बड़ी गलती नहीं होती। #railway को #raliway बना दिया। अक्ल के आलू से सोना नहीं बनेगा... आउल के चमचों...",1,0,0.0273,0.0132,0.0203,False,False Negative (Missed Hate),0.97969997
"कांग्रेस वर्किंग कमेटी (cwc) ने मोदीजी ओर भाजपा को दिया तगड़ा झटका, राहुल का अध्यक्ष बनना 6 महीने के लिए टला,",1,0,0.0105,0.0301,0.0203,False,False Negative (Missed Hate),0.97969997
mg tuya mayla ghode lavle jatil,0,1,0.9944,0.9647,0.9796,False,False Positive (Hallucination),0.9796
maulvi burchodi,0,1,0.9759,0.9833,0.9796,False,False Positive (Hallucination),0.9796
बिहार चुनाव जीतन राम मांझी को नीतीश कुमार इस गेम प्लान की वजह से अपने साथ लाए,1,0,0.0056,0.0352,0.0204,False,False Negative (Missed Hate),0.9796
वो दंगाई नहीं है कमिने हलाला की पैदाईश मुल्ले है साफ साफ बोलो रोहित भाई ठोक बजाकर बोलो मुल्लो ने दुनिया की सब से हरामि कोम वालो ने मंदिर तोड़े है।,1,0,0.0204,0.0204,0.0204,False,False Negative (Missed Hate),0.9796
ये मीडिया जिन हिन्दुओ के सहारे चल रहा है उनके साथ ही नमक हरामी करता है इनको एड हिन्दु कंपनियों से ही मिलता है,1,0,0.0062,0.0346,0.0204,False,False Negative (Missed Hate),0.9796
एक मुस्लिम व्यक्ति को एक # हिंदू के थूक को चाटने के लिए मजबूर किया जा रहा है। सबसे ज्यादा संभवत: उसके व्रत को तोड़ने के लिए। वाहन की विंडशील्ड से पता चलता है कि घटना सूरत की है,1,0,0.0161,0.0249,0.0205,False,False Negative (Missed Hate),0.9795
मुझे पता है की तुम जैसे हिजड़े इसकी मदद नहीं कर सकती तुम्हारा जीवन व्यर्थ है,0,1,0.9674,0.9915,0.9795,False,False Positive (Hallucination),0.9795
religion behenchod,0,1,0.9649,0.9942,0.9795,False,False Positive (Hallucination),0.9795
i go to see a quaker and her babe who is a sapphic what a slut there too she what a slut very belligerent what could live conducted in ordering to solve this small issue is some zyklon b,1,0,0.0247,0.0165,0.0206,False,False Negative (Missed Hate),0.9794
कोइ भी दलित मरने के लायक नहीं है,1,0,0.0031,0.0381,0.0206,False,False Negative (Missed Hate),0.9794
आपको अंग्रेज़ों को घिनौना कहना बंद करना होगा।,1,0,0.0094,0.0319,0.0206,False,False Negative (Missed Hate),0.9794
जम्मू कश्मीर में पढ़ाई का विरोध करने वालों के बच्चे विदेशों में पढ़ रहे हैं और लाखों के वेतन पर नौकरी कर रहे हैं। इनकी बातों में आकर पत्थर मत उठाइए। 130 अलगाववादियों के बच्चे विदेशों में पढ़ रहे हैं और वे यहां स्कूल बंद कराते हैं: गृह मंत्री श्री जी ।,1,0,0.0153,0.0259,0.0206,False,False Negative (Missed Hate),0.9794
देश में धर्म के आधार पर कोरोना हॉटस्पाट की पहचान,0,1,0.9933,0.9652,0.9792,False,False Positive (Hallucination),0.9792
पूर्व राष्ट्रपति प्रणब मुखर्जी को अश्रुपूर्ण विदाई पूरे सैन्य सम्मान के साथ नई दिल्ली में अंतिम संस्कार,0,1,0.9881,0.9704,0.9792,False,False Positive (Hallucination),0.9792
मैं उन पाकिस्तानियों को हसाने जा रहा हूँ,1,0,0.0051,0.0365,0.0208,False,False Negative (Missed Hate),0.9792
are you blind tories are your governors your mayors they take orders from the blowjob at the top looks like you just do not know the shot yet you little boy,0,1,0.9913,0.9671,0.9792,False,False Positive (Hallucination),0.9792
आसान भाषा में अगर मैं फंसा तो भाई तू अपना देख लियो थोड़ा समझदारों की भाषा में आपके कृत्य से अगर किसी कानूनी झमेले में फंसा तो वो आपका कंटेंट उड़ा देगा आपके अकाउंट पर रोक लगा देगा,1,0,0.0146,0.0273,0.0209,False,False Negative (Missed Hate),0.9791
hijdhauphindu,0,1,0.9824,0.9758,0.9791,False,False Positive (Hallucination),0.9791
"इस पोस्ट पर सब हरामी मुल्ले सुलग गये, अल्लाह को सिनेमा पसंद नही, चांदनी चौक पे कुछ नही बोलेंगे सुवर की औलादे, हिंदू समझ ले कोई मुल्ला भाई वाई नहीं हैं,",1,0,0.0166,0.0251,0.0209,False,False Negative (Missed Hate),0.9791
क्या यह सोचना गलत है की तुम जैसे बांग्लादेशियों को मार देना चाहिए,0,1,0.9761,0.9821,0.9791,False,False Positive (Hallucination),0.9791
beta apni behan ko bhej mere pass 1 saal mai 1p na peda kar diye na tab kehna . tab pata chalega hijjdabkon .,1,0,0.003,0.0388,0.0209,False,False Negative (Missed Hate),0.9791
the warnings in question are for personal attacks including being called a drunkard and a liar i therefore do not regard them as in anywhere are you inappropriate if anything they are overdue,0,1,0.9781,0.9799,0.979,False,False Positive (Hallucination),0.979
किसी भी मुसलमान के प्रभारी होने से हमारे देश को खतरा है,0,1,0.9834,0.9746,0.979,False,False Positive (Hallucination),0.979
कंगना रनौत और शिव सेना के बीच जुबानी जंग । कंगना के मुंबई स्थित ऑफिस में बीएमसी ने छापा मारा,1,0,0.0094,0.0326,0.021,False,False Negative (Missed Hate),0.979
it is nice to tell everyone i have an anger toward my people shame but has a feeling,1,0,0.0152,0.0269,0.021,False,False Negative (Missed Hate),0.979
वे सिर्फ कुछ रंडियों का झुण्ड हैं,0,1,0.9861,0.9719,0.979,False,False Positive (Hallucination),0.979
राष्ट्रपति ने किये प्रणब मुखर्जी के अंतिम दर्शन दी श्रद्धांजलि,0,1,0.9899,0.9679,0.9789,False,False Positive (Hallucination),0.9789
"गाय का गोस्त ले जाता पकडा गया भाजपा का कार्यकर्ता हैदराबाद मंदिर मे ले जा रहा था दंगे करवाने के लिए#अंधभक्तों की #नीच हरकत, ये चाहते ही नहीं देश में #शांति pic.twitter.com/xyun5kawsl",1,0,0.0354,0.0069,0.0211,False,False Negative (Missed Hate),0.9789
bhai ye batao tum ji murthal rape case ki baat kar rahe ho wo rape case mein tum high court se aage hogaye..,1,0,0.0157,0.0265,0.0211,False,False Negative (Missed Hate),0.9789
"मियाँ आज़म ख़ान आपने बोला था ना मदरसों में गोड़से पैदा नहीं होते और हमने भी कहां था ना मियाँ मदरसों में गोड़से नहीं रेपिस्ट पैदा होते हैं ये लो रेपिस्टो का छोटा सा सोर्स। मदरसे में यौन शोषण,मौलवी गिरफ्तार, 52 छात्राएं छुडा़ई गई",1,0,0.0248,0.0174,0.0211,False,False Negative (Missed Hate),0.9789
उत्तर प्रदेश में कुशीनगर हवाई अड्डे से लगभग महीनों के भीतर अंतर्राष्ट्रीय उड़ानें शुरू हो जाएंगी। पश्चिमी उत्तर प्रदेश का कुशीनगर न केवल बौद्ध सर्किट का केन्द्र बिन्दु है बल्कि दुनिया भर के बौद्ध मतावलम्बियों का तीर्थ स्थल भी है।,1,0,0.0302,0.0119,0.0211,False,False Negative (Missed Hate),0.9789
हिजड़े महानतम प्राणी हैं,1,0,0.0103,0.0319,0.0211,False,False Negative (Missed Hate),0.9789
मुंबई में नॉरकोटिक्स कंट्रोल ब्यूरो की छापेमारी,1,0,0.0271,0.0153,0.0212,False,False Negative (Missed Hate),0.9788
apples and oranges jonathan rabin is not a rabid extremist he does not make his living by iconoclasm provocation and controversial ism he is just a serious english author who lives part time in america and whose views are taken seriously across all political spectra except yours and killer chihuahua s apparently,0,1,0.9938,0.9637,0.9788,False,False Positive (Hallucination),0.9788
महाराष्ट्र के बाद अब मध्य प्रदेश में फ्लैट हुआ सस्ता शिवराज सरकार ने घटाई स्टाम्प ड्यूटी की दरें,0,1,0.9888,0.9688,0.9788,False,False Positive (Hallucination),0.9788
gravity kaha hai gravity gayi ma chud..e aisi koi cheez hi nhi hoti,0,1,0.9709,0.9868,0.9788,False,False Positive (Hallucination),0.9788
retweet when dykes hear ladies free before,0,1,0.9925,0.9652,0.9788,False,False Positive (Hallucination),0.9788
जो लोग #पाकिस्तान जाना चाहते हैं चले जायें।चाहे वो किसी #धर्म के हो।अगर #हिन्दुस्तान में रहकर पाकिस्तान के आतंकियों का साथ दिया।फौज तो बाद में मारेगी हम भारतीय लोग उसको #कुत्ते की मौत मारेंगे । जय हिन्द जय भारत,1,0,0.0073,0.0353,0.0213,False,False Negative (Missed Hate),0.9787
एनआरसी की शुरुआत असम में हुई है। लोगों को उनके घरों से निकाला जा रहा है। मीडिया यह नहीं दिखाता है उन्हें बेचा जा रहा है इसलिए यह वीडियो साझा करना अब हमारी जिम्मेदारी है।,1,0,0.0328,0.0099,0.0214,False,False Negative (Missed Hate),0.9786
पंजाब में स्कॉलरशिप घोटाले की जांच के लिए केंद्र ने बनाई कमेटी दैनिक जागरण ने किया था पर्दाफाश,0,1,0.9847,0.9725,0.9786,False,False Positive (Hallucination),0.9786
मैं उस समलैंगिक का गाला घोंटने का सोच रहा हूँ,0,1,0.9923,0.9649,0.9786,False,False Positive (Hallucination),0.9786
"kapoor saheb, we are not terrorists, we are terrorism victims,, baqi itni nafrat,.. yaqeen nahi aata k kapoor itni nafrat kartay hain !!!",1,0,0.0208,0.0219,0.0214,False,False Negative (Missed Hate),0.9786
allll mullea left comment section,0,1,0.9943,0.9629,0.9786,False,False Positive (Hallucination),0.9786
कोविड की मार जून तिमाही में आर्थिक विकास दर फीसद पर,0,1,0.982,0.975,0.9785,False,False Positive (Hallucination),0.9785
पाकिस्तानी एयरफोर्स और आर्मी के अफ़सरों के साथ नाचते हुए अभिनन्दन सैनिकों ने युद्ध के मैदान को मोहब्बत की धरती में तब्दील कर दिया,1,0,0.0117,0.0314,0.0215,False,False Negative (Missed Hate),0.9785
कांग्रेस वालों कुछ तो शर्म करो एक अबला खातून ₹ और बिरयानी में कैसे अपना घर चलाएगीलोगों का शोषण कर रहे हो ऊपर से लखनऊ पुलिस वहां डांसिंग कार भी खड़ी नही होने दे रही ऐसे कैसे चलेगा।,1,0,0.0053,0.0377,0.0215,False,False Negative (Missed Hate),0.9785
फारुख अब्दुल्ला ने अपना कागज खोज लिया मैं मुस्लिम नहीं कश्मीरी पंडित हूं फारूक अब्दुल्ला धीरे धीरे इसी तरह सब अपने कागज दिखाएंगे,1,0,0.0031,0.0399,0.0215,False,False Negative (Missed Hate),0.9785
इन हिजड़ों की तरह कोई और गन्दा नहीं है,0,1,0.9687,0.9881,0.9784,False,False Positive (Hallucination),0.9784
are bawasir chaudhary band kr prime time pe hugna …har roz ye aajtak pe aake hindu muslamaan krta hai nalla,1,0,0.0061,0.0371,0.0216,False,False Negative (Missed Hate),0.9784
मुझे विशवास है की केवल महिलाऐं ही इतनी अज्ञानी हो सकती हैं,0,1,0.9829,0.9739,0.9784,False,False Positive (Hallucination),0.9784
tum dono ki maa ki choo,0,1,0.9703,0.9865,0.9784,False,False Positive (Hallucination),0.9784
देखो देखो देखो दुनिया वालों। अदालत के फैसले की दुहाई कौन दे रही है। जिसका बाप खुद हुक्मरान रहते हुए सुप्रीम कोर्ट के फैसले को अपने लोले पे रखकर संसद में सबसे बड़े कोर्ट के आदेश की गान मार लिया था,1,0,0.0108,0.0327,0.0217,False,False Negative (Missed Hate),0.9783
राष्ट्रीय कृमि मुक्ति दिवस के अवसर पर आज से राष्ट्रीय कृमि मुक्ति अभियान का शुभारंभ किया जा रहा है। अभियान के माध्यम से प्रदेश के लगभग करोड़ बच्चे किशोरकिशोरियाँ लाभान्वित होंगे। यह अभियान चार चरणों में अगस्त सितम्बर अक्टूबर तथा नवंबर में संचालित किया जाएगा।,1,0,0.0356,0.0079,0.0217,False,False Negative (Missed Hate),0.9783
गिरफ्तार हुई यूट्यूबर हीर खान के जुड़े हो सकते हैं विदेशी मुल्क से तार पाकिस्तान से निकला कनेक्शन,1,0,0.0208,0.0227,0.0217,False,False Negative (Missed Hate),0.9783
all fox hunters are scum,0,1,0.9901,0.9663,0.9782,False,False Positive (Hallucination),0.9782
आपको मुसलमानों को घिनौना कहना बंद करना होगा।,1,0,0.011,0.0327,0.0218,False,False Negative (Missed Hate),0.9782
हिजड़ों का इस धरती से कोई सम्बन्ध नहीं है,0,1,0.9776,0.9788,0.9782,False,False Positive (Hallucination),0.9782
"मनिशंकर अय्यर के #नीच बयान के बाद गुरु पित्रोदा का #हुआ_हुआ बयान तो वह भूली हुई फिक्सड डिपाजिट है जो अब जाकर मैच्योर हुई है, #भाजपा ने हाथ की हाथ कैश करली",1,0,0.0041,0.0394,0.0218,False,False Negative (Missed Hate),0.9782
वे सिर्फ कुछ भांजियों का झुण्ड हैं,0,1,0.9843,0.972,0.9782,False,False Positive (Hallucination),0.9782
लो एक की राख ठंडी नहीं हुई दूसरी की जल गई बाराबंकी में 8 साल की बच्ची से रेप हिंदुओं और बनों सैकुलर मादरचोदों,1,0,0.0032,0.0406,0.0219,False,False Negative (Missed Hate),0.9781
पत्र के शुरुआत सेना के लोगों को नव वर्ष की शुभकामनाएं देते हुए होती है बाद में यह पढ़ा जा सकता है की भारतीय सेना ने नौशेरा में वायु सेना से ज़्यादा अच्छे से काम किया था जब पुलवामा और बालाकोट के इर्दगिर्द तनाव बढ़ा था पत्र में आगे लिखा है की चीफ़ ऑफ़ डिफेन्स स्टाफ की हैसियत से रावत जल सेना और वायु सेना का संचालन भारतीय आर्मी की तर्ज़ पर करेंगे,1,0,0.0058,0.0379,0.0219,False,False Negative (Missed Hate),0.9781
shala yaha aaj ka pura generation russians ke pichhe pagal hai . aur ye shala kuchhh alag hi type ka tharki hai dekh rahe ho,1,0,0.0062,0.0376,0.0219,False,False Negative (Missed Hate),0.9781
ki lok ghan kamat karta na te hidu mla vatat ki tye tyancha aaila ani bahinila pan asach bolta vatat ho na hidu dharm jopasnare yd zave,0,1,0.9771,0.979,0.9781,False,False Positive (Hallucination),0.9781
ऐसा क्यों है की सभी दलित गांडू हैं,0,1,0.9648,0.9912,0.978,False,False Positive (Hallucination),0.978
जो महाराष्ट्र में हो रहा है यही आदिवासियों के साथ होता है तब आप क्या कहते दलाल मिडिया पूछता है भारत,1,0,0.0088,0.0352,0.022,False,False Negative (Missed Hate),0.978
hath hata maaderchod,0,1,0.9592,0.9969,0.978,False,False Positive (Hallucination),0.978
when you mother to facetime with your favorite doer looking like a full changeling haha dexter,1,0,0.0275,0.0165,0.022,False,False Negative (Missed Hate),0.978
चीन ने चुमार में की घुसपैठ की कोशिश भारतीय सेना ने वाहनों को लौटने पर मजबूर किया,0,1,0.9793,0.9766,0.978,False,False Positive (Hallucination),0.978
ज्यादा परेशान ना होइए फ्री में अकाउंट में पैसे लिए है वह भी तब कि जब सरकार के पास धेले का भी टैक्स कलेक्शन नहीं हो रहा था अब जीडीपी के लिए बिलबिला रहे हो एक साथ दोनों कैसे चलेंगे बे,1,0,0.0084,0.0359,0.0221,False,False Negative (Missed Hate),0.9779
gravity ki ma chudh g**dh gye,0,1,0.9662,0.9895,0.9779,False,False Positive (Hallucination),0.9779
behanchod pehle terrorism to band karlo. 2-3 baar bheek di uske baad bhi harkato se baaz naahi aate.,1,0,0.0201,0.0244,0.0222,False,False Negative (Missed Hate),0.9778
मई हिजड़ों से बेहद गर्हिना कतरा हूँ,0,1,0.9702,0.9853,0.9777,False,False Positive (Hallucination),0.9777
गेंडा स्वामी कुत्ते की मौत मर गया साला ये घटना कब तक काल्पनिक रहेगा,1,0,0.0039,0.0407,0.0223,False,False Negative (Missed Hate),0.9777
women ke sath rape kab rukega ..........ab to baba v.,1,0,0.0247,0.02,0.0223,False,False Negative (Missed Hate),0.9777
हम तुम हिजड़ों का इस जगह से नामोनिशान मिटा देंगे,0,1,0.9623,0.993,0.9777,False,False Positive (Hallucination),0.9777
कांग्रेस सांसद एच वसंत कुमार का अगस्त को कोरोना वायरस से निधन हो गया वे देश के पहले सांसद हैं जिनकी मौत कोरोना के चलते हुई है उनका एक भाषण काफी वायरल है इसमें वे कोरोना को राष्ट्रीय आपदा घोषित करने और जरूरतमंदों की मदद करने की मांग कर रहे हैं,1,0,0.0213,0.0235,0.0224,False,False Negative (Missed Hate),0.9776
fudduu bnda,0,1,0.9585,0.9967,0.9776,False,False Positive (Hallucination),0.9776
इस भ्रष्टाचार से कब आज़ाद होगा देश हैदराबाद में किसारा मंडल के तहसीलदार रिश्वत लेते हुए पकड़े गए एंटी करप्शन ब्यूरो की टीम ने घर और अन्य ठिकानों पर भी छापेमारी की है,0,1,0.9894,0.9658,0.9776,False,False Positive (Hallucination),0.9776
inn sab ki maa ka bhosda...... but women,0,1,0.9691,0.986,0.9776,False,False Positive (Hallucination),0.9776
"लड़की वाले: आपका लड़का कितना सहनशील है, घर वाले: कांग्रेसी चमचा है जी.. दुनियाभर की गालियां खाने के बाद भी हँस लेता है",1,0,0.0098,0.0349,0.0224,False,False Negative (Missed Hate),0.9776
nafrati chintu hai tm madarc##,0,1,0.9809,0.9741,0.9775,False,False Positive (Hallucination),0.9775
bahenki laudi,0,1,0.9708,0.9842,0.9775,False,False Positive (Hallucination),0.9775
fuck you bitch where does my sleeve,0,1,0.9746,0.9804,0.9775,False,False Positive (Hallucination),0.9775
सच्चाई सामने आ ही गयी।ब्राम्हणो की हार हुई। अयोध्या में कोई शिवलिंग नही।बुद्धस्तुप ही है।,1,0,0.0067,0.0384,0.0225,False,False Negative (Missed Hate),0.9775
कोरोना जांच में सहयोग की बजाए डाक्टरों के साथ बदतमीजी करते जाहिल जिहादी इनकी जांच नहीं सीधे मोके पर ईलाज करना चाहिए सरकार कब तक झेलेगी इन जिहादियों को,0,1,0.986,0.9691,0.9775,False,False Positive (Hallucination),0.9775
i am not racist but i would not want my son to marry an indian woman,1,0,0.0383,0.0067,0.0225,False,False Negative (Missed Hate),0.9775
fuck you are so fucking slow witted oh my god,0,1,0.9653,0.9894,0.9774,False,False Positive (Hallucination),0.9774
हमारे नालंदा विश्वविद्यालय की लाख किताबे महीनो तक जलाने वाले एक किताब जलाने पर पूरा स्वीडन जला रहे है,0,1,0.9835,0.9712,0.9774,False,False Positive (Hallucination),0.9774
जब योगी जी में पहली बार सांसद बने थे लोग तब से उन्हें हरा रहे हैं पर योगी जी तब से लगातार बार सांसद भी बने और से मुख्यमंत्री भी हैं इसबार भी लोग कह रहें योगी को मुख्यमंत्री तो क्या विधायक भी बनने नहीं देंगे पर दिल को बहलाने के लिए ये ख्वाब भी अच्छा है गालिब,1,0,0.0074,0.0378,0.0226,False,False Negative (Missed Hate),0.9774
i am sorry but that is a crap answer first none of the pr editors are just polishing and protecting over there second and most importantly it figured out core already played policies if yardsticks are applied differently on one candidate s article versus another then why would whatever blind is behind that problem or has well played itself become a political arm and endorsing one issue above another,1,0,0.0076,0.0377,0.0226,False,False Negative (Missed Hate),0.9774
drr ki mkc,0,1,0.9742,0.9803,0.9773,False,False Positive (Hallucination),0.9773
चीन की जनता भी #narendramodi जी का डंका मान गई पर ये चमचों को पता नहीं कब अक्ल आएगी।,1,0,0.0258,0.0196,0.0227,False,False Negative (Missed Hate),0.9773
unfortunatley honesty is not a quality with which anti semitic people associate with jews,0,1,0.9941,0.9604,0.9773,False,False Positive (Hallucination),0.9773
रिया चक्रवर्ती को मुंबई पुलिस की सुरक्षा और पालघर में सन्तों की खुलेआम हत्या..महाराष्ट्र पुलिस को शर्म आनी चाहिए।,1,0,0.0297,0.0159,0.0228,False,False Negative (Missed Hate),0.9772
मोदी जी ने कोई ऐसा काम नहीं किया जिससे कुर्सी बची रहे.. लेकिन हर वो काम किया और कर रहे है जिससे देश बचा रहे.. जय श्री राम,1,0,0.0182,0.0274,0.0228,False,False Negative (Missed Hate),0.9772
#templeterrorattack कुत्ते की पूंछ सीधी हो सकती है लेकिन मुसलमान कभी सुधार नहीं सकता.. सूअर साले शैतान की किताब पढ़ते हैं,0,1,0.9866,0.9678,0.9772,False,False Positive (Hallucination),0.9772
पुलिस मन को बहोत गंदे होते है,1,0,0.0404,0.0055,0.0229,False,False Negative (Missed Hate),0.9771
koi paise ke liye ita gir sakta hai ke rape case karde chiiiiiiiii........,1,0,0.0307,0.0152,0.0229,False,False Negative (Missed Hate),0.9771
by my divine right to the crown i hereby banish you from the great encyclopedia you have blighted the great works of others and that of your king now begone from me and my sight and return only under pain of death,0,1,0.9649,0.9892,0.9771,False,False Positive (Hallucination),0.9771
"app kaisay aik "" lunatic "" ko justify kar saktay hain jo qomyatoon ka naam par khoon ki holi khailta ho.",0,1,0.9808,0.9735,0.9771,False,False Positive (Hallucination),0.9771
lgbtqhatetrumppay is total liberal trash it s pathetic neverhillary usa,0,1,0.9933,0.9607,0.977,False,False Positive (Hallucination),0.977
मुझे तुम जैसे बांग्लादेशियोंसे गर्हिना है,0,1,0.9763,0.9778,0.977,False,False Positive (Hallucination),0.977
कानपुर में बिना मास्क के घूम रहे बकरे को योगी पुलिस ने किया ये खबर सुनने के बाद बकरा समुदाय में डर का माहौल फिर बकरों में मची खरीदने की खलबली।,1,0,0.0213,0.0246,0.023,False,False Negative (Missed Hate),0.977
चीन की जनता भी जी का डंका मान गई पर ये चमचों को पता नहीं कब अक्ल आएगी।,1,0,0.0213,0.0247,0.023,False,False Negative (Missed Hate),0.977
कश्मीर हमारा है तो कश्मीरी भी हमारे हैं उनके साथ ज़ुल्म क्यों? #savekashmir #kashmirsecondpalestine,1,0,0.0167,0.0295,0.0231,False,False Negative (Missed Hate),0.9769
noise types can,1,0,0.0448,0.0014,0.0231,False,False Negative (Missed Hate),0.9769
tum rape kerwane ko bheek bolte ho hindi me?,1,0,0.0236,0.0227,0.0231,False,False Negative (Missed Hate),0.9769
ye lakdi kyu padi ho zad me aa gus meri g*nd me,0,1,0.9716,0.9823,0.9769,False,False Positive (Hallucination),0.9769
chacha teri party ko 44 pe le aye the log 2014 me abhi tak malaal nahi gya tumhara isi tarah nafrat failao or agli baar 4 pe aao,1,0,0.0198,0.0265,0.0231,False,False Negative (Missed Hate),0.9769
एक न्यायपूर्ण दुनिया में आप जैसे बांग्लादेशी सभी मरते होंगे,1,0,0.0251,0.0211,0.0231,False,False Negative (Missed Hate),0.9769
you just ate rat food i bet your mothers proud destiny moon happy face or smiley see and d what are you on crack dude your accent changed from english to german to like french comment cd why cannot i buy this on itunes this is so frustrating my favorite partjustsayin milly haha she is so pure in life wink or smirk my phone number is amazinglyawseomesexybeastthatyouwishyoucouldbewithrightnow hellman pure awesome and when i got double piercings on my ears i thought i what a slut such a rebel did anyone else see his boner when it hit slo mo the steamy sausages i have a crush on potatoes but clearly they ate it wrong i don't think i got a crush on it any more tongue sticking out cheeky playful or blowing a raspberry what did you see do you taste it you make my dayyyyy in by the way d i have been watching your videos for years hat moose gang so deep aunt hilda brought me horror you did it wrong brother wink or smirk burn her burn her with fire you obviously have never had fun before your redneck turn a faiiillllll p my favorite thing guys do in that summer is me sitting around trying to win your stuff but i never do somehow tongue sticking out cheeky playful or blowing a raspberry so pick me demigod love how this story is in the background damn laughing out loud brought me bluegrass this song what a slut for her stylist tonya twist who committed suicide she what a slut my aunt,1,0,0.0073,0.0391,0.0232,False,False Negative (Missed Hate),0.9768
la.n.d kar loge bol kar bkl,0,1,0.9566,0.997,0.9768,False,False Positive (Hallucination),0.9768
i am not racist but all in the family the jefferson,0,1,0.994,0.9594,0.9767,False,False Positive (Hallucination),0.9767
"लोग bc के नाम।नही पता क्या क्या तेरे को की कोंन लोग ह ,जय श्री राम वालो पर तो बड़ा रंडी रोना रो रहा था कालिये तू",0,1,0.9829,0.9705,0.9767,False,False Positive (Hallucination),0.9767
"साहब कश्मीरी मुसलमानों पर ज़ुल्म बंद कीजिए,",1,0,0.017,0.0297,0.0233,False,False Negative (Missed Hate),0.9767
he seems delusional to her with six personality faults mr,1,0,0.0137,0.0332,0.0234,False,False Negative (Missed Hate),0.9766
"to huvaa kya h tum kr kyaa rahe ho kya jarurt thi itnaa ghatiyaa rap song bnane ki teraa aisaa ho gyaa "" aa bail mujhe maar sing ghusaa or jor se sar hilaa """,0,1,0.9895,0.9637,0.9766,False,False Positive (Hallucination),0.9766
ऐसा क्यों है की सभी निचली जात के लोग प्रतिकारक हैं,0,1,0.9711,0.9822,0.9766,False,False Positive (Hallucination),0.9766
फ्रांस राफेल उड़ाने के बाद बोले एयर वाइस चीफ राफेल और सुखोई का गठजोड़ दुश्मनों पर पड़ेगा भारी,1,0,0.0312,0.0156,0.0234,False,False Negative (Missed Hate),0.9766
happy that people seeing what a fraud this chutiya is useless credit stealing average-gaining knocks sums up 95% of his entire career,0,1,0.9877,0.9655,0.9766,False,False Positive (Hallucination),0.9766
मि अपने प्रमाणपत्रों में घोषित की ये बातें ध्यान से सुन और फिर बता कि तू किसकी है क्योंकि ऐसे की असली औलाद कितनी भी बिगड़ जाय तेरे जितनी तो कदापि नहीं हो सकती,1,0,0.0219,0.025,0.0235,False,False Negative (Missed Hate),0.9765
"mai kuchh bhi nahi bolunga, kyuki gravity ki maa ki chut",0,1,0.9675,0.9854,0.9765,False,False Positive (Hallucination),0.9765
सुबह से शाम तक हिंदू मुसलमान कर नफ़रत फैलाने वाला कल तक #shami के बारे में क्या राय रखता था! क्या ये बेशर्म माफ़ी मांगेगा ?,1,0,0.0155,0.0314,0.0235,False,False Negative (Missed Hate),0.9765
तुम गांडू अंग्रेज़ों को क्या दिक्कत हैं,0,1,0.9828,0.9702,0.9765,False,False Positive (Hallucination),0.9765
"आप सांड सांड करते रहिए उधर,वो बेमानी कर के चुनाव जीत जाएंगे।*bjp विधायक अनिल* *उपाध्याय की इस हरकत पर क्या कहेगे modi जी,* *इस video को इतना वायरल करो की ये पूरा हिन्दुस्तान देख सके..*",1,0,0.0066,0.0406,0.0236,False,False Negative (Missed Hate),0.9764
did the western media throw these gays off a building,0,1,0.9909,0.9618,0.9764,False,False Positive (Hallucination),0.9764
5 star dr ki ma ki chu,0,1,0.9736,0.9791,0.9763,False,False Positive (Hallucination),0.9763
मुस्लिमों से नफरत करते है बोलने वालों आज इरफान खान के लिए देशवासियों का प्यार भी देख लेना नफरत कसाब वाली करतूतों से है कलाम और इरफान तो दिलों में बसते है तस्वीर इरफ़ान खान के आखिरी लम्हों को दिखाती है,1,0,0.0094,0.038,0.0237,False,False Negative (Missed Hate),0.9763
और ने ट्विटर पर अभिजीत बनर्जी को में जीतने के लिए बधाई दी।,1,0,0.0306,0.0171,0.0238,False,False Negative (Missed Hate),0.9762
अभी भी कुछ लोगों को महिला की मौत के लिए पुकारते देखना निराशाजनक है।,1,0,0.0198,0.0278,0.0238,False,False Negative (Missed Hate),0.9762
